LONGITUD,LATITUD,ACTIVIDAD,TIPO,ESTADO
-69.13090882,-12.04521408,Transportes,ITS,Aprobado
-78.89591233,-6.04845916,Transportes,ITS,Aprobado
-76.88147152,-11.96838087,Mineria,ITS,Aprobado
-70.3254,-14.2296,Mineria,ITS,Aprobado
-76.3117082,-10.09344063,Transportes,Clasificacion,Aprobado
-70.39727314,-13.18942492,Transportes,ITS,Aprobado
-72.44798171,-15.8464252,Transportes,Clasificacion,Aprobado
-75.46484505,-11.18528009,Electricidad,ITS,Aprobado
-70.62390642,-17.10128595,Mineria,ITS,Aprobado
-76.21057555,-10.62619379,Mineria,ITS,Aprobado
-73.02117358,-11.66529083,Hidrocarburos,ITS,Aprobado
-72.10359747,-17.00311927,Transportes,Clasificacion,Aprobado
-70.43665613,-13.57665682,Electricidad,ITS,Aprobado
-74.7196804,-12.77517675,Transportes,Clasificacion,Aprobado
-76.3087152,-6.45710884,Transportes,ITS,Aprobado
-76.68099049,-10.62593988,Mineria,ITS,Aprobado
-72.06812095,-14.07110415,Transportes,Clasificacion,Aprobado
-75.20833548,-12.08649738,Transportes,Clasificacion,Aprobado
-76.3819833,-13.00621581,Agricultura,Clasificacion,Aprobado
-77.01973776,-6.04602129,Transportes,ITS,Aprobado
-73.17972761,-14.72682934,Mineria,ITS,Aprobado
-71.8607,-15.1868,Mineria,ITS,Aprobado
-81.15763923,-4.46668858,Hidrocarburos,ITS,Aprobado
-81.13390524,-4.28196569,Hidrocarburos,ITS,Aprobado
-77.6387576,-8.57847123,Electricidad,ITS,Aprobado
-75.49297942,-9.03336034,Electricidad,EIA-d,Aprobado
-76.84167805,-6.12385326,Transportes,ITS,Aprobado
-77.94444533,-8.19794808,Electricidad,Clasificacion,Aprobado
-76.28112765,-10.68227324,Mineria,ITS,Aprobado
-78.69104144,-6.73433487,Mineria,ITS,Aprobado
-81.14777291,-4.88961203,Hidrocarburos,ITS,Aprobado
-80.73765826,-3.60784355,Hidrocarburos,ITS,Aprobado
-75.34112128,-11.15499649,Electricidad,EIA-d,Aprobado
-76.59687558,-6.38565355,Transportes,ITS,Aprobado
-70.06839137,-12.89360479,Transportes,ITS,Aprobado
-70.39899865,-13.15209764,Electricidad,ITS,Aprobado
-73.314,-11.4636,Hidrocarburos,ITS,Aprobado
-76.9258,-12.2527,Hidrocarburos,ITS,Aprobado
-76.02620635,-13.94584223,Residuos Solidos,EIA-sd,Aprobado
-76.38882457,-13.12107255,Hidrocarburos,ITS,Aprobado
-73.0188366,-11.68704871,Hidrocarburos,ITS,Aprobado
-74.32799635,-5.24378559,Hidrocarburos,ITS,Aprobado
-77.84966467,-5.70652126,Transportes,ITS,Aprobado
-81.28112485,-4.58133407,Hidrocarburos,ITS,Aprobado
-78.69104144,-6.73433487,Mineria,ITS,Aprobado
-75.10861618,-15.40119806,Electricidad,ITS,Aprobado
-76.08420546,-11.66942591,Mineria,ITS,Aprobado
-76.18403866,-11.60824367,Mineria,ITS,Aprobado
-76.86823366,-12.10054452,Electricidad,Clasificacion,Aprobado
-75.10423389,-8.83863417,Hidrocarburos,ITS,Aprobado
-74.64658938,-12.37538878,Electricidad,ITS,Aprobado
-70.39899865,-13.15209764,Transportes,ITS,Aprobado
-77.28460452,-5.98709318,Transportes,ITS,Aprobado
-81.13163633,-4.25478293,Hidrocarburos,ITS,Aprobado
-81.23154447,-4.33360821,Hidrocarburos,ITS,Aprobado
-81.27550981,-4.58726144,Hidrocarburos,ITS,Aprobado
-71.78570913,-13.48757227,Agricultura,Clasificacion,Aprobado
-78.77108396,-5.85190955,Transportes,ITS,Aprobado
-77.65751624,-6.14610754,Transportes,Clasificacion,Aprobado
-77.80370372,-6.47345211,Transportes,Clasificacion,Aprobado
-76.09296755,-10.6607934,Transportes,Clasificacion,Aprobado
-76.224,-11.653,Mineria,MEIA-d,Aprobado
-76.10891445,-11.69822993,Mineria,ITS,Aprobado
-71.93716735,-15.47221791,Mineria,ITS,Aprobado
-77.58935704,-7.77146331,Mineria,IGAPRO,Aprobado
-71.5068,-16.4527,Electricidad,ITS,Aprobado
-73.11156555,-14.14803836,Mineria,Clasificacion,Aprobado
-81.26696204,-4.3061036,Hidrocarburos,ITS,Aprobado
-76.8828,-11.9672,Mineria,Clasificacion,Aprobado
-73.2567,-3.6737,Electricidad,MEIA-d,Aprobado
-78.48586496,-6.97612352,Mineria,ITS,Aprobado
-75.1593,-15.2315,Mineria,ITS,Aprobado
-78.20174512,-7.61227452,Mineria,ITS,Aprobado
-77.4967,-7.9797,Mineria,Clasificacion,Aprobado
-80.7395,-3.605,Hidrocarburos,ITS,Aprobado
-76.5256937,-11.1818049,Mineria,MEIA-d,Aprobado
-77.64507251,-5.68610308,Transportes,ITS,Aprobado
-74.32812263,-5.24383096,Hidrocarburos,ITS,Aprobado
-75.07036832,-13.97353012,Mineria,ITS,Aprobado
-70.62267478,-17.10012108,Mineria,ITS,Aprobado
-75.10089754,-11.56285786,Electricidad,ITS,Aprobado
-72.38519095,-14.76404163,Mineria,ITS,Aprobado
-81.14102191,-4.4135315,Hidrocarburos,ITS,Aprobado
-73.9200802,-14.95457315,Mineria,ITS,Aprobado
-76.468,-11.0103,Mineria,ITS,Aprobado
-76.575403,-9.88394124,Transportes,ITS,Aprobado
-77.11972212,-12.02047415,Transportes,ITS,Aprobado
-70.27191924,-17.05040715,Agricultura,Clasificacion,Aprobado
-70.45790147,-17.65469465,Agricultura,Clasificacion,Aprobado
-70.26678021,-14.51883515,Transportes,ITS,Aprobado
-70.65105639,-17.28914109,Electricidad,PPC,Aprobado
-72.3111,-14.9848,Mineria,ITS,Aprobado
-78.89867199,-6.83010821,Mineria,ITS,Aprobado
-75.70510821,-12.31132206,Mineria,EIA-d,Aprobado
-76.39882812,-7.65096375,Electricidad,Clasificacion,Aprobado
-72.029423,-16.01873088,Electricidad,Clasificacion,Aprobado
-72.2888,-14.4182,Mineria,ITS,Aprobado
-81.16118187,-4.28121767,Hidrocarburos,ITS,Aprobado
-77.12164439,-12.04754348,Mineria,Clasificacion,Aprobado
-72.59970694,-13.55096788,Transportes,ITS,Aprobado
-77.56092398,-9.43654581,Transportes,Clasificacion,Aprobado
-74.60520531,-13.22777099,Transportes,Clasificacion,Aprobado
-68.0780889,-15.6431234,Mineria,PPC,Aprobado
-76.04233832,-11.62308569,Mineria,ITS,Aprobado
-77.05840786,-12.02507216,Transportes,ITS,Aprobado
-70.76849846,-14.92624004,Electricidad,Clasificacion,Aprobado
-74.56010349,-12.15238724,Transportes,Clasificacion,Aprobado
-74.63414526,-12.35626915,Electricidad,Clasificacion,Aprobado
-70.35340068,-13.07225772,Transportes,ITS,Aprobado
-77.11995865,-11.93674813,Electricidad,ITS,Aprobado
-77.1281,-12.0431,Mineria,Clasificacion,Aprobado
-75.20759243,-15.27500705,Mineria,MEIA-d,Aprobado
-71.78700871,-16.78103521,Electricidad,Clasificacion,Aprobado
-76.4285,-11.0292,Mineria,ITS,Aprobado
-77.3135,-8.5414,Electricidad,Clasificacion,Aprobado
-76.95111942,-12.24775953,Hidrocarburos,Clasificacion,Aprobado
-70.89730295,-13.49428912,Transportes,ITS,Aprobado
-76.3975,-13.0926,Hidrocarburos,ITS,Aprobado
-76.98367611,-12.1873575,Electricidad,Clasificacion,Aprobado
-76.40997186,-11.01011601,Mineria,ITS,Aprobado
-77.27955633,-11.48793725,Mineria,MEIA-d,Aprobado
-77.29823814,-3.14220073,Hidrocarburos,Clasificacion,Aprobado
-78.21119124,-8.54273107,Transportes,Clasificacion,Aprobado
-78.13074324,-7.89273372,Mineria,ITS,Aprobado
-75.5342096,-10.74982969,Electricidad,Clasificacion,Aprobado
-77.7938894,-8.22368592,Mineria,ITS,Aprobado
-76.00584413,-11.75085635,Mineria,ITS,Aprobado
-70.6292903,-17.09908301,Mineria,ITS,Aprobado
-74.19334761,-14.68872722,Electricidad,Clasificacion,Aprobado
-75.35078522,-13.34566786,Transportes,Clasificacion,Aprobado
-73.38088166,-14.5505555,Transportes,Clasificacion,Aprobado
-81.2852,-4.5767,Hidrocarburos,ITS,Aprobado
-75.03433285,-10.06290772,Hidrocarburos,Clasificacion,Aprobado
-78.2475,-7.9446,Mineria,ITS,Aprobado
-69.87043482,-17.81186868,Mineria,ITS,Aprobado
-81.231,-4.6861,Hidrocarburos,ITS,Aprobado
-71.34080095,-14.91405903,Mineria,ITS,Aprobado
-72.0294,-16.0187,Electricidad,EIA-d,Aprobado
-80.77856747,-5.9326429,Electricidad,Clasificacion,Aprobado
-76.41,-11.0101,Mineria,ITS,Aprobado
-75.05944332,-3.80834021,Hidrocarburos,ITS,Aprobado
-71.32406135,-14.85543115,Electricidad,EIA-d,Aprobado
-75.34323642,-11.17797426,Electricidad,Clasificacion,Aprobado
-71.87181486,-16.62430383,Transportes,Clasificacion,Aprobado
-71.83911149,-16.66295493,Agricultura,Clasificacion,Aprobado
-81.22969648,-4.59001059,Hidrocarburos,PPC,Aprobado
-76.86430774,-11.97240524,Electricidad,Clasificacion,Aprobado
-74.70850108,-13.03785631,Agricultura,Clasificacion,Aprobado
-70.36411614,-13.09175335,Transportes,ITS,Aprobado
-73.24670539,-3.65695563,Electricidad,ITS,Aprobado
-70.6942,-17.1652,Mineria,ITS,Aprobado
-80.849669,-5.96911732,Mineria,ITS,Aprobado
-77.49758319,-7.97917477,Mineria,MEIA-d,Aprobado
-76.31236406,-13.2571091,Hidrocarburos,ITS,Aprobado
-81.2176,-4.5318,Hidrocarburos,ITS,Aprobado
-77.52864023,-9.75216662,Mineria,ITS,Aprobado
-75.9937513,-13.08659507,Mineria,MEIA-d,Aprobado
-76.44724561,-11.88611548,Transportes,Clasificacion,Aprobado
-77.05422969,-12.04129301,Electricidad,Clasificacion,Aprobado
-74.19102025,-12.86697449,Agricultura,Clasificacion,Aprobado
-78.78636098,-5.75973103,Transportes,Clasificacion,Aprobado
-76.21004108,-10.57821426,Mineria,PPC,Aprobado
-78.52325067,-5.42269502,Transportes,Clasificacion,Aprobado
-80.6240409,-5.18797295,Transportes,Clasificacion,Aprobado
-70.4853,-14.2033,Electricidad,Clasificacion,Aprobado
-69.80963762,-17.81840252,Mineria,MEIA-d,Aprobado
-72.75336438,-14.33798322,Mineria,ITS,Aprobado
-76.88281255,-11.96715161,Mineria,ITS,Aprobado
-73.2538,-11.5083,Hidrocarburos,ITS,Aprobado
-74.8361,-15.3609,Mineria,ITS,Aprobado
-75.10423389,-8.83863417,Hidrocarburos,ITS,Aprobado
-69.49822859,-11.41755404,Transportes,ITS,Aprobado
-73.42595264,-13.16606323,Transportes,Clasificacion,Aprobado
-77.03776202,-9.63883969,Transportes,Clasificacion,Aprobado
-76.8025685,-12.35712496,Transportes,Clasificacion,Aprobado
-78.22052434,-6.31373224,Transportes,Clasificacion,Aprobado
-76.83499469,-12.29214037,Electricidad,Clasificacion,Aprobado
-76.28946408,-13.80586973,Transportes,ITS,Aprobado
-73.17802817,-14.7201373,Mineria,MEIA-d,Aprobado
-73.1313099,-14.65275381,Mineria,ITS,Aprobado
-75.3443276,-11.10113708,Electricidad,Clasificacion,Aprobado
-74.32812263,-5.24383096,Hidrocarburos,ITS,Aprobado
-81.2347,-4.5916,Hidrocarburos,MEIA-d,Aprobado
-76.51409616,-10.64783287,Transportes,Clasificacion,Aprobado
-78.98241216,-8.22910336,Transportes,ITS,Aprobado
-69.8115133,-17.81586408,Mineria,ITS,Aprobado
-77.04380925,-12.03724522,Transportes,ITS,Aprobado
-69.2850703,-11.58019648,Transportes,ITS,Aprobado
-78.99739628,-8.17464834,Transportes,Clasificacion,Aprobado
-74.64830098,-12.38268562,Electricidad,EIA-d,Aprobado
-72.06550063,-13.40699091,Transportes,ITS,Aprobado
-78.79819141,-5.68992025,Electricidad,Clasificacion,Aprobado
-79.40707163,-7.23776485,Agricultura,Clasificacion,Aprobado
-75.36503495,-11.22639386,Mineria,PPC,Aprobado
-76.4930383,-6.53129176,Electricidad,Clasificacion,Aprobado
-76.27556573,-10.67901185,Mineria,ITS,Aprobado
-72.31043183,-14.07406315,Mineria,ITS,Aprobado
-78.2039437,-7.61396927,Mineria,Clasificacion,Aprobado
-78.42789863,-5.28066227,Electricidad,Clasificacion,Aprobado
-81.17521553,-4.47844352,Hidrocarburos,ITS,Aprobado
-73.1313,-14.6528,Mineria,ITS,Aprobado
-77.13329089,-11.95026596,Mineria,Clasificacion,Aprobado
-76.21321529,-10.6169629,Mineria,ITS,Aprobado
-75.95838916,-13.71404519,Electricidad,Clasificacion,Aprobado
-78.1275554,-7.89642505,Mineria,Clasificacion,Aprobado
-71.60082896,-16.53130068,Mineria,Clasificacion,Aprobado
-78.6297001,-8.58832202,Agricultura,Clasificacion,Aprobado
-71.86197111,-16.54530107,Residuos Solidos,Clasificacion,Aprobado
-80.68958724,-5.15808832,Agricultura,Clasificacion,Aprobado
-71.19058231,-17.77605787,Electricidad,ITS,Aprobado
-76.28282306,-10.77107838,Mineria,ITS,Aprobado
-75.95957484,-10.86918459,Mineria,Clasificacion,Aprobado
-72.93049633,-11.92199394,Hidrocarburos,ITS,Aprobado
-69.49624962,-11.418027,Transportes,ITS,Aprobado
-69.43387328,-12.70116963,Transportes,ITS,Aprobado
-69.17258404,-11.73564997,Transportes,ITS,Aprobado
-75.9969,-13.0922,Mineria,ITS,Aprobado
-79.83178857,-6.81893412,Residuos Solidos,Clasificacion,Aprobado
-76.65424818,-10.53201622,Transportes,Clasificacion,Aprobado
-72.7558,-14.3406,Mineria,ITS,Aprobado
-76.31033375,-8.32822558,Agricultura,Clasificacion,Aprobado
-73.06309094,-13.09222044,Transportes,Clasificacion,Aprobado
-75.47509454,-8.7376074,Transportes,Clasificacion,Aprobado
-80.68951908,-5.15702479,Agricultura,Clasificacion,Aprobado
-81.14029332,-4.77225462,Hidrocarburos,Clasificacion,Aprobado
-76.60189149,-12.44379058,Residuos Solidos,ITS,Aprobado
-81.10665499,-4.47300372,Hidrocarburos,Clasificacion,Aprobado
-77.72022778,-6.18107877,Transportes,Clasificacion,Aprobado
-70.05149039,-15.83163945,Electricidad,ITS,Aprobado
-72.32487553,-14.07817585,Mineria,Clasificacion,Aprobado
-76.04020302,-13.1288593,Mineria,Clasificacion,Aprobado
-77.06995554,-6.05633058,Transportes,Clasificacion,Aprobado
-77.11759633,-11.93624031,Electricidad,MEIA-d,Aprobado
-71.86070062,-15.18680909,Mineria,ITS,Aprobado
-78.2019,-7.6121,Mineria,ITS,Aprobado
-72.4395,-12.5864,Hidrocarburos,ITS,Aprobado
-77.13228827,-12.04521648,Mineria,ITS,Aprobado
-76.4541,-11.2172,Mineria,ITS,Aprobado
-69.34086411,-11.43418988,Transportes,ITS,Aprobado
-81.28112485,-4.58133407,Hidrocarburos,ITS,Aprobado
-78.6529662,-6.76470398,Mineria,Clasificacion,Aprobado
-80.79762408,-6.02137901,Mineria,ITS,Aprobado
-78.62441908,-6.78545321,Mineria,ITS,Aprobado
-76.12771391,-8.91587517,Transportes,Clasificacion,Aprobado
-71.93134607,-16.24107283,Mineria,PPC,Aprobado
-79.08448388,-8.06032814,Residuos Solidos,Clasificacion,Aprobado
-75.06231973,-12.72614832,Mineria,ITS,Aprobado
-69.55487932,-10.98914435,Transportes,ITS,Aprobado
-76.22962885,-5.99922794,Transportes,ITS,Aprobado
-69.31364626,-12.57580347,Transportes,ITS,Aprobado
-69.17072321,-12.29990694,Transportes,ITS,Aprobado
-79.88705863,-5.72757754,Transportes,ITS,Aprobado
-77.91241356,-5.71627175,Transportes,ITS,Aprobado
-70.3883007,-13.1760742,Transportes,ITS,Aprobado
-78.4924922,-5.71368074,Transportes,ITS,Aprobado
-70.87695508,-13.83843387,Electricidad,Clasificacion,Aprobado
-78.24752834,-7.9445874,Mineria,ITS,Aprobado
-80.69844046,-5.16870081,Electricidad,ITS,Aprobado
-78.88751036,-6.47144715,Transportes,Clasificacion,Aprobado
-78.55056942,-6.12611092,Transportes,Clasificacion,Aprobado
-75.18118004,-12.06856406,Agricultura,Clasificacion,Aprobado
-76.09040579,-13.75017213,Agricultura,Clasificacion,Aprobado
-70.99881358,-13.5834599,Transportes,ITS,Aprobado
-76.99652597,-12.06823673,Transportes,Clasificacion,Aprobado
-75.140021,-15.231931,Mineria,PPC,Aprobado
-73.247226,-3.657501,Electricidad,PPC,Aprobado
-76.24664908,-10.68834115,Transportes,Clasificacion,Aprobado
-76.73588294,-7.20943495,Transportes,Clasificacion,Aprobado
-77.41081018,-8.12279376,Mineria,Clasificacion,Aprobado
-75.72350863,-12.31087609,Mineria,ITS,Aprobado
-75.0562,-15.0532,Electricidad,ITS,Aprobado
-69.39215633,-14.58376439,Mineria,Clasificacion,Aprobado
-71.35924276,-17.49395857,Mineria,ITS,Aprobado
-81.21173445,-4.52022958,Hidrocarburos,ITS,Aprobado
-77.11759633,-11.93624031,Electricidad,ITS,Aprobado
-70.9037,-17.6221,Electricidad,Clasificacion,Aprobado
-81.1403,-4.7711,Hidrocarburos,ITS,Aprobado
-77.0152,-12.0859,Electricidad,Clasificacion,Aprobado
-77.81454141,-8.76740501,Electricidad,ITS,Aprobado
-76.77163603,-11.61387223,Electricidad,Clasificacion,Aprobado
-75.2254199,-10.95058264,Transportes,Clasificacion,Aprobado
-76.7464992,-10.45792975,Mineria,PPC,Aprobado
-76.70442962,-11.94097532,Transportes,Clasificacion,Aprobado
-74.32798316,-5.24438926,Hidrocarburos,PPC,Aprobado
-77.12860255,-12.04388931,Mineria,ITS,Aprobado
-72.32263443,-14.07823403,Mineria,Clasificacion,Aprobado
-77.1319302,-11.92429007,Hidrocarburos,ITS,Aprobado
-71.9406,-15.467,Mineria,ITS,Aprobado
-71.81762929,-16.69950999,Electricidad,Clasificacion,Aprobado
-77.27457429,-11.49252771,Mineria,ITS,Aprobado
-79.45282809,-7.47037554,Transportes,ITS,Aprobado
-77.01159092,-9.40670303,Transportes,Clasificacion,Aprobado
-74.10395809,-12.82526222,Transportes,Clasificacion,Aprobado
-75.69627332,-13.9311702,Agricultura,IGAPRO,Aprobado
-73.698155,-13.05278617,Hidrocarburos,ITS,Aprobado
-74.32754357,-5.24219041,Hidrocarburos,ITS,Aprobado
-77.00479761,-9.87315667,Mineria,Clasificacion,Aprobado
-77.30370514,-8.17506846,Mineria,ITS,Aprobado
-70.38041071,-16.59728301,Electricidad,ITS,Aprobado
-80.69901506,-5.16871481,Electricidad,ITS,Aprobado
-76.28813294,-6.45572915,Transportes,ITS,Aprobado
-80.61737771,-5.25459036,Transportes,ITS,Aprobado
-78.14458301,-10.09861058,Transportes,ITS,Aprobado
-76.93194915,-12.07776764,Transportes,Clasificacion,Aprobado
-72.8517,-11.896,Hidrocarburos,MEIA-d,Aprobado
-78.58356707,-7.01236339,Mineria,ITS,Aprobado
-76.74649699,-10.45792535,Mineria,ITS,Aprobado
-81.1243,-4.9018,Hidrocarburos,ITS,Aprobado
-75.0759,-8.9188,Hidrocarburos,EIA-d,Aprobado
-76.14352313,-10.8261732,Mineria,Clasificacion,Aprobado
-78.6297,-6.7658,Mineria,ITS,Aprobado
-70.70393365,-14.04168099,Mineria,ITS,Aprobado
-76.21550921,-10.5792993,Mineria,MEIA-d,Aprobado
-77.7421,-10.6797,Electricidad,ITS,Aprobado
-75.9934,-11.4328,Electricidad,Clasificacion,Aprobado
-76.73533058,-12.54376339,Electricidad,ITS,Aprobado
-77.1711,-11.0848,Electricidad,ITS,Aprobado
-76.2856,-10.7663,Mineria,ITS,Aprobado
-76.4564045,-11.22001465,Mineria,ITS,Aprobado
-77.77293471,-8.22932335,Mineria,ITS,Aprobado
-73.24250776,-14.94375857,Mineria,PPC,Aprobado
-74.83693608,-15.36067083,Mineria,PPC,Aprobado
-77.74424692,-6.09424154,Transportes,Clasificacion,Aprobado
-80.81926158,-6.06144346,Mineria,ITS,Aprobado
-74.32697841,-13.27732755,Electricidad,ITS,Aprobado
-76.12686079,-11.59288495,Mineria,ITS,Aprobado
-71.5110534,-16.50414654,Electricidad,ITS,Aprobado
-70.3254,-14.2296,Mineria,ITS,Aprobado
-77.07888999,-11.82480197,Mineria,Clasificacion,Aprobado
-73.0502,-11.9885,Hidrocarburos,ITS,Aprobado
-81.14483936,-4.39190904,Hidrocarburos,ITS,Aprobado
-80.03927742,-6.02333849,Agricultura,Clasificacion,Aprobado
-81.1897,-4.2834,Mineria,ITS,Aprobado
-75.235802,-12.12887018,Transportes,Clasificacion,Aprobado
-77.03064168,-11.8263535,Mineria,Clasificacion,Aprobado
-73.92157215,-14.95685863,Mineria,ITS,Aprobado
-75.65461285,-13.70420404,Hidrocarburos,ITS,Aprobado
-73.08533707,-12.16711456,Hidrocarburos,ITS,Aprobado
-81.05678928,-4.36722324,Hidrocarburos,ITS,Aprobado
-78.52053679,-6.98623868,Mineria,PPC,Aprobado
-69.30463471,-11.46294436,Transportes,ITS,Aprobado
-80.60360405,-3.64571368,Electricidad,ITS,Aprobado
-74.24451833,-15.79996586,Mineria,ITS,Aprobado
-69.80845071,-17.81675346,Mineria,ITS,Aprobado
-77.129482,-12.04267767,Mineria,ITS,Aprobado
-75.71109652,-12.30848526,Mineria,Clasificacion,Aprobado
-76.15437193,-5.85620801,Transportes,ITS,Aprobado
-78.14653746,-6.38895249,Transportes,Clasificacion,Aprobado
-75.36756787,-11.11992734,Transportes,Clasificacion,Aprobado
-78.14383572,-7.52067681,Transportes,Clasificacion,Aprobado
-74.88756104,-8.3782669,Residuos Solidos,Clasificacion,Aprobado
-77.84899363,-6.6059009,Transportes,Clasificacion,Aprobado
-76.116891,-11.625066,Mineria,PPC,Aprobado
-70.3211634,-14.23732838,Mineria,MEIA-d,Aprobado
-74.97916073,-15.40057162,Electricidad,Clasificacion,Aprobado
-71.63175549,-15.19108696,Agricultura,ITS,Aprobado
-76.2978417,-13.2446993,Hidrocarburos,ITS,Aprobado
-81.18253829,-4.49652438,Hidrocarburos,ITS,Aprobado
-79.41178337,-5.78462188,Transportes,ITS,Aprobado
-76.41993894,-6.46601976,Transportes,ITS,Aprobado
-76.28046624,-6.12297123,Transportes,ITS,Aprobado
-76.11513228,-9.93501682,Electricidad,MEIA-d,Aprobado
-79.61770713,-5.94302894,Transportes,ITS,Aprobado
-75.12003395,-14.67546522,Electricidad,EIA-d,Aprobado
-81.22897636,-4.32147629,Hidrocarburos,ITS,Aprobado
-70.61484485,-13.19343046,Transportes,ITS,Aprobado
-78.32465574,-9.46633917,Transportes,ITS,Aprobado
-81.06669904,-4.93383999,Hidrocarburos,PPC,Aprobado
-81.15902631,-4.48202846,Hidrocarburos,ITS,Aprobado
-72.099027,-16.613092,Electricidad,PPC,Aprobado
-78.15508061,-10.0726606,Agricultura,IGAPRO,Aprobado
-76.96446969,-12.22843541,Salud,Clasificacion,Aprobado
-74.21613328,-13.11567022,Electricidad,ITS,Aprobado
-75.0857432,-15.16364374,Mineria,ITS,Aprobado
-76.52423823,-11.18433573,Mineria,ITS,Aprobado
-70.325843,-14.229,Mineria,ITS,Aprobado
-76.29494566,-11.7564497,Electricidad,Clasificacion,Aprobado
-74.89822924,-10.33954082,Transportes,ITS,Aprobado
-77.66279276,-7.7223418,Agricultura,Clasificacion,Aprobado
-78.42672676,-9.26425212,Transportes,ITS,Aprobado
-77.03114493,-9.56878021,Mineria,ITS,Aprobado
-69.22289345,-12.5898613,Electricidad,ITS,Aprobado
-75.24433507,-12.04431811,Transportes,Clasificacion,Aprobado
-79.90056192,-6.59117792,Agricultura,Clasificacion,Aprobado
-71.5320623,-16.39190689,Transportes,Clasificacion,Aprobado
-69.92939233,-17.77596145,Mineria,ITS,Aprobado
-70.17971803,-13.71028969,Electricidad,ITS,Aprobado
-79.06600368,-8.0498615,Residuos Solidos,ITS,Aprobado
-75.99093623,-13.08875296,Mineria,Clasificacion,Aprobado
-76.69256759,-10.62937221,Mineria,ITS,Aprobado
-77.23483773,-3.24883238,Mineria,Clasificacion,Aprobado
-81.20898703,-4.49850754,Hidrocarburos,ITS,Aprobado
-79.44182694,-5.25757991,Transportes,Clasificacion,Aprobado
-77.75417632,-5.98675731,Transportes,Clasificacion,Aprobado
-78.14029134,-7.60848716,Transportes,Clasificacion,Aprobado
-80.53149675,-5.92786097,Electricidad,ITS,Aprobado
-71.58299055,-16.52561525,Mineria,ITS,Aprobado
-77.05990655,-12.0005049,Electricidad,Clasificacion,Aprobado
-70.31152211,-13.41180965,Transportes,Clasificacion,Aprobado
-76.08176043,-10.33951497,Transportes,Clasificacion,Aprobado
-78.63109127,-6.76606242,Mineria,PPC,Aprobado
-80.79530208,-5.93080498,Electricidad,PPC,Aprobado
-71.18746592,-17.77545013,Electricidad,ITS,Aprobado
-76.82869706,-12.25908968,Electricidad,Clasificacion,Aprobado
-69.13119293,-11.95376708,Transportes,ITS,Aprobado
-75.49708785,-10.75628973,Electricidad,PPC,Aprobado
-76.32123846,-11.49626839,Mineria,ITS,Aprobado
-74.08717817,-12.81698106,Transportes,Clasificacion,Aprobado
-80.69108421,-5.17583248,Transportes,ITS,Aprobado
-71.23409815,-13.60696592,Transportes,ITS,Aprobado
-70.99881358,-13.5834599,Transportes,ITS,Aprobado
-78.27497136,-9.48546338,Transportes,ITS,Aprobado
-77.91509628,-6.82194158,Transportes,Clasificacion,Aprobado
-76.96243926,-12.23259466,Transportes,Clasificacion,Aprobado
-75.17930533,-7.11018475,Hidrocarburos,PPC,Aprobado
-76.80432,-9.776518,Transportes,ITS,Aprobado
-76.21142882,-10.60611652,Mineria,ITS,Aprobado
-75.75437336,-11.48650944,Electricidad,PPC,Aprobado
-75.32486683,-10.66667128,Transportes,Clasificacion,Aprobado
-77.01947316,-12.16689808,Transportes,Clasificacion,Aprobado
-76.84099568,-6.12416691,Transportes,ITS,Aprobado
-77.07065906,-12.03806656,Electricidad,Clasificacion,Aprobado
-77.11818815,-12.02226007,Transportes,MEIA-d,Aprobado
-75.73316001,-12.93631135,Transportes,Clasificacion,Aprobado
-76.36243594,-9.92566573,Transportes,ITS,Aprobado
-76.47641208,-9.8679757,Transportes,ITS,Aprobado
-78.24749756,-7.94460011,Mineria,Clasificacion,Aprobado
-76.73636358,-12.54372625,Electricidad,ITS,Aprobado
-76.007679,-11.745804,Mineria,Clasificacion,Aprobado
-76.14022921,-11.59753343,Mineria,ITS,Aprobado
-73.6645198,-15.07089196,Mineria,Clasificacion,Aprobado
-70.42451459,-13.51627714,Electricidad,MEIA-d,Aprobado
-72.35270199,-15.28081469,Mineria,ITS,Aprobado
-71.82437,-16.56306802,Transportes,Clasificacion,Aprobado
-71.82746395,-16.46492422,Agricultura,Clasificacion,Aprobado
-74.2779961,-13.8674667,Transportes,Clasificacion,Aprobado
-81.14701818,-4.54692508,Hidrocarburos,Clasificacion,Aprobado
-72.93078456,-13.66984041,Transportes,ITS,Aprobado
-79.45915396,-7.4570596,Transportes,ITS,Aprobado
-77.30602598,-8.17644786,Mineria,Clasificacion,Aprobado
-70.6144993,-17.25638072,Mineria,ITS,Aprobado
-77.02700928,-12.13768194,Transportes,Clasificacion,Aprobado
